,timestamp,price,quantity,type,exchange
7028,1554086609,4111.59,1.039,bids,gemini
7528,1554086609,4135.19,2.013,asks,gemini
7029,1554086609,4110.84,8.6,bids,gemini
7529,1554086609,4136.61,6.44,asks,gemini
7030,1554086609,4109.35,9.39,bids,gemini
7530,1554086609,4138.0,0.05,asks,gemini
7031,1554086609,4108.58,1.657,bids,gemini
7531,1554086609,4138.2,0.002482,asks,gemini
7032,1554086609,4108.51,26.95,bids,gemini
7532,1554086609,4138.42,9.372,asks,gemini
7033,1554086609,4107.8,9.6837,bids,gemini
7533,1554086609,4139.0,1.05980205,asks,gemini
7034,1554086609,4107.3,8.95,bids,gemini
7534,1554086609,4140.0,30.82415459,asks,gemini
7035,1554086609,4105.45,10.6405,bids,gemini
7535,1554086609,4140.46,7.2,asks,gemini
7036,1554086609,4105.0,0.60901339,bids,gemini
7536,1554086609,4142.01,9.5,asks,gemini
7037,1554086609,4104.24,22.35,bids,gemini
7537,1554086609,4143.72,10.87,asks,gemini
7038,1554086609,4104.1,0.09,bids,gemini
7538,1554086609,4143.74,40.0,asks,gemini
7039,1554086609,4103.41,8.7435,bids,gemini
7539,1554086609,4145.1,0.09,asks,gemini
7040,1554086609,4102.12,40.0,bids,gemini
7540,1554086609,4145.26,5.2376,asks,gemini
7041,1554086609,4101.77,27.7688,bids,gemini
7541,1554086609,4146.87,5.2,asks,gemini
7042,1554086609,4101.23,9.4239,bids,gemini
7542,1554086609,4147.52,0.01227,asks,gemini
7043,1554086609,4100.0,0.61409754,bids,gemini
7543,1554086609,4147.7,0.25,asks,gemini
7044,1554086609,4098.57,0.00243987,bids,gemini
7544,1554086609,4148.69,5.3585,asks,gemini
7045,1554086609,4097.08,31.8,bids,gemini
7545,1554086609,4149.0,0.01084599,asks,gemini
7046,1554086609,4090.0,0.07334962,bids,gemini
7546,1554086609,4150.0,31.893158,asks,gemini
7047,1554086609,4088.66,0.00079,bids,gemini
7547,1554086609,4150.3,0.02652519,asks,gemini
7048,1554086609,4087.92,0.00121,bids,gemini
7548,1554086609,4150.67,0.005952,asks,gemini
7049,1554086609,4086.86,0.00244686,bids,gemini
7549,1554086609,4153.37,5.714,asks,gemini
7050,1554086609,4085.29,0.00079,bids,gemini
7550,1554086609,4154.26,0.01757234,asks,gemini
7051,1554086609,4082.35,3.894,bids,gemini
7551,1554086609,4155.0,1.0,asks,gemini
7052,1554086609,4080.0,0.07231372,bids,gemini
7552,1554086609,4160.0,20.0,asks,gemini
7053,1554086609,4079.73,0.00079,bids,gemini
7553,1554086609,4161.13,14.4043,asks,gemini
7054,1554086609,4077.3,3.0,bids,gemini
7554,1554086609,4162.0,0.1,asks,gemini
7055,1554086609,4075.0,0.12149202,bids,gemini
7555,1554086609,4165.0,1.5,asks,gemini
7056,1554086609,4070.9,0.00079,bids,gemini
7556,1554086609,4167.0,0.0921,asks,gemini
7057,1554086609,4063.99,6.169,bids,gemini
7557,1554086609,4169.0,0.18037644,asks,gemini
7058,1554086609,4061.98,0.00677748,bids,gemini
7558,1554086609,4170.0,0.003,asks,gemini
7059,1554086609,4061.19,20.0,bids,gemini
7559,1554086609,4170.66,5.0,asks,gemini
7060,1554086609,4059.79,0.00079,bids,gemini
7560,1554086609,4171.73,8.5,asks,gemini
7061,1554086609,4054.45,0.01,bids,gemini
7561,1554086609,4172.72,0.006721,asks,gemini
7062,1554086609,4051.0,1.0,bids,gemini
7562,1554086609,4174.89,0.003211,asks,gemini
7063,1554086609,4050.99,0.13947207,bids,gemini
7563,1554086609,4179.0,1.0,asks,gemini
7064,1554086609,4050.0,0.23140243,bids,gemini
7564,1554086609,4180.0,10.88691669,asks,gemini
7065,1554086609,4045.63,7.111,bids,gemini
7565,1554086609,4180.3,0.05,asks,gemini
7066,1554086609,4045.0,0.0122398,bids,gemini
7566,1554086609,4183.7,0.25,asks,gemini
7067,1554086609,4041.19,0.03711777,bids,gemini
7567,1554086609,4185.0,1.0588122,asks,gemini
7068,1554086609,4040.0,1.1005,bids,gemini
7568,1554086609,4186.0,0.44376334,asks,gemini
7069,1554086609,4039.71,0.0495085,bids,gemini
7569,1554086609,4187.44,0.14,asks,gemini
7070,1554086609,4038.88,0.06189834,bids,gemini
7570,1554086609,4188.88,0.1,asks,gemini
7071,1554086609,4038.0,0.05386329,bids,gemini
7571,1554086609,4190.0,1.0,asks,gemini
7072,1554086609,4036.62,0.00868819,bids,gemini
7572,1554086609,4190.09,12.767,asks,gemini
7073,1554086609,4036.24,0.15,bids,gemini
7573,1554086609,4192.02,20.0,asks,gemini
7074,1554086609,4035.0,0.365,bids,gemini
7574,1554086609,4195.0,0.5,asks,gemini
7075,1554086609,4033.55,0.01239602,bids,gemini
7575,1554086609,4195.31,0.25,asks,gemini
7076,1554086609,4032.13,0.0124,bids,gemini
7576,1554086609,4196.0,1.0,asks,gemini
7077,1554086609,4030.32,0.00793981,bids,gemini
7577,1554086609,4197.0,0.08,asks,gemini
7078,1554086609,4030.1,7.443e-05,bids,gemini
7578,1554086609,4197.09,0.05,asks,gemini
7079,1554086609,4030.0,0.06141439,bids,gemini
7579,1554086609,4197.9,0.06,asks,gemini
7080,1554086609,4029.0,1.0,bids,gemini
7580,1554086609,4198.0,5.0,asks,gemini
7081,1554086609,4028.0,0.02457795,bids,gemini
7581,1554086609,4200.0,8.66605704,asks,gemini
7082,1554086609,4027.27,10.101,bids,gemini
7582,1554086609,4202.69,1.2,asks,gemini
7083,1554086609,4025.0,0.2796621,bids,gemini
7583,1554086609,4205.0,0.15,asks,gemini
7084,1554086609,4024.0,0.05,bids,gemini
7584,1554086609,4207.0,0.3,asks,gemini
7085,1554086609,4023.0,0.07457121,bids,gemini
7585,1554086609,4207.93,0.00323,asks,gemini
7086,1554086609,4021.0,0.01616513,bids,gemini
7586,1554086609,4208.45,14.204,asks,gemini
7087,1554086609,4020.1,7.462e-05,bids,gemini
7587,1554086609,4209.32,22.0,asks,gemini
7088,1554086609,4020.0,0.12750648,bids,gemini
7588,1554086609,4216.8,0.09,asks,gemini
7089,1554086609,4019.0,1.0,bids,gemini
7589,1554086609,4219.8,0.25,asks,gemini
7090,1554086609,4018.57,0.00218189,bids,gemini
7590,1554086609,4222.0,0.5,asks,gemini
7091,1554086609,4015.0,0.28636363,bids,gemini
7591,1554086609,4223.0,7.26878136,asks,gemini
7092,1554086609,4014.0,0.07473841,bids,gemini
7592,1554086609,4227.19,0.2,asks,gemini
7093,1554086609,4013.71,0.12434132,bids,gemini
7593,1554086609,4230.0,2.16938941,asks,gemini
7094,1554086609,4012.0,0.02492522,bids,gemini
7594,1554086609,4230.34,12.0,asks,gemini
7095,1554086609,4010.91,1.1613,bids,gemini
7595,1554086609,4236.06,0.001469,asks,gemini
7096,1554086609,4010.56,0.23922008,bids,gemini
7596,1554086609,4236.36,0.00088,asks,gemini
7097,1554086609,4010.5,0.02493454,bids,gemini
7597,1554086609,4240.3,0.05,asks,gemini
7098,1554086609,4010.1,7.481e-05,bids,gemini
7598,1554086609,4246.0,28.0,asks,gemini
7099,1554086609,4010.0,0.02493765,bids,gemini
7599,1554086609,4249.0,1.0,asks,gemini
7100,1554086609,4009.94,0.01093287,bids,gemini
7600,1554086609,4250.0,31.32573951,asks,gemini
7101,1554086609,4009.32,0.09727335,bids,gemini
7601,1554086609,4255.9,0.25,asks,gemini
7102,1554086609,4009.0,0.3,bids,gemini
7602,1554086609,4256.29,0.001858,asks,gemini
7103,1554086609,4008.97,0.0012472,bids,gemini
7603,1554086609,4262.74,11.0,asks,gemini
7104,1554086609,4008.41,0.051282,bids,gemini
7604,1554086609,4264.48,0.006829,asks,gemini
7105,1554086609,4008.0,0.00494011,bids,gemini
7605,1554086609,4265.0,0.00237135,asks,gemini
7106,1554086609,4007.0,0.04991265,bids,gemini
7606,1554086609,4265.79,0.003142,asks,gemini
7107,1554086609,4005.0,4.076,bids,gemini
7607,1554086609,4269.0,0.1,asks,gemini
7108,1554086609,4004.86,0.01483197,bids,gemini
7608,1554086609,4271.77,8.0,asks,gemini
7109,1554086609,4004.51,0.6242961,bids,gemini
7609,1554086609,4274.08,0.003105,asks,gemini
7110,1554086609,4004.0,2.24,bids,gemini
7610,1554086609,4280.0,0.3,asks,gemini
7111,1554086609,4003.32,0.00746952,bids,gemini
7611,1554086609,4288.88,0.05,asks,gemini
7112,1554086609,4002.26,12.0,bids,gemini
7612,1554086609,4289.29,0.003125,asks,gemini
7113,1554086609,4002.15,0.06246642,bids,gemini
7613,1554086609,4289.9,0.017155,asks,gemini
7114,1554086609,4002.0,0.00574712,bids,gemini
7614,1554086609,4290.0,5.0,asks,gemini
7115,1554086609,4001.96,0.02190933,bids,gemini
7615,1554086609,4290.49,0.003109,asks,gemini
7116,1554086609,4001.34,0.023008,bids,gemini
7616,1554086609,4292.0,0.25,asks,gemini
7117,1554086609,4001.21,0.00438263,bids,gemini
7617,1554086609,4295.88,0.085,asks,gemini
7118,1554086609,4001.0,0.16964508,bids,gemini
7618,1554086609,4298.5,0.007025,asks,gemini
7119,1554086609,4000.74,0.01095791,bids,gemini
7619,1554086609,4299.0,0.1,asks,gemini
7120,1554086609,4000.55,0.24749096,bids,gemini
7620,1554086609,4299.21,0.25904667,asks,gemini
7121,1554086609,4000.11,0.002,bids,gemini
7621,1554086609,4299.9,0.5,asks,gemini
7122,1554086609,4000.1,7.499e-05,bids,gemini
7622,1554086609,4300.0,12.17,asks,gemini
7123,1554086609,4000.01,0.72,bids,gemini
7623,1554086609,4300.2,0.05,asks,gemini
7124,1554086609,4000.0,6.520217,bids,gemini
7624,1554086609,4311.68,0.14,asks,gemini
7125,1554086609,3999.74,0.00438428,bids,gemini
7625,1554086609,4320.0,1.0023462,asks,gemini
7126,1554086609,3999.51,0.01096137,bids,gemini
7626,1554086609,4321.0,0.1,asks,gemini
7127,1554086609,3999.0,0.25006251,bids,gemini
7627,1554086609,4324.11,0.007978,asks,gemini
7128,1554086609,3998.78,0.00438547,bids,gemini
7628,1554086609,4325.0,1.5,asks,gemini
7129,1554086609,3998.61,0.0087711,bids,gemini
7629,1554086609,4325.25,0.003068,asks,gemini
7130,1554086609,3997.98,0.00877248,bids,gemini
7630,1554086609,4328.1,0.25,asks,gemini
7131,1554086609,3997.15,0.04825905,bids,gemini
7631,1554086609,4329.29,0.007719,asks,gemini
7132,1554086609,3997.0,2.52572391,bids,gemini
7632,1554086609,4333.0,2.0,asks,gemini
7133,1554086609,3996.88,0.0875683,bids,gemini
7633,1554086609,4335.47,6.5181103,asks,gemini
7134,1554086609,3996.45,0.03949145,bids,gemini
7634,1554086609,4340.0,10.0,asks,gemini
7135,1554086609,3996.0,0.02502502,bids,gemini
7635,1554086609,4343.0,0.00921024,asks,gemini
7136,1554086609,3995.55,0.61318216,bids,gemini
7636,1554086609,4344.78,1.0,asks,gemini
7137,1554086609,3995.0,0.5,bids,gemini
7637,1554086609,4345.0,48.2,asks,gemini
7138,1554086609,3994.16,0.00439038,bids,gemini
7638,1554086609,4345.33,11.0,asks,gemini
7139,1554086609,3993.78,0.00125194,bids,gemini
7639,1554086609,4346.4,0.001455,asks,gemini
7140,1554086609,3990.6,0.00878863,bids,gemini
7640,1554086609,4347.0,0.00117084,asks,gemini
7141,1554086609,3990.0,1.27949121,bids,gemini
7641,1554086609,4350.0,76.79611875,asks,gemini
7142,1554086609,3989.45,0.00439564,bids,gemini
7642,1554086609,4353.0,0.1,asks,gemini
7143,1554086609,3988.0,0.00125376,bids,gemini
7643,1554086609,4355.17,0.000856,asks,gemini
7144,1554086609,3987.92,0.00879459,bids,gemini
7644,1554086609,4360.1,0.05,asks,gemini
7145,1554086609,3985.0,0.0501882,bids,gemini
7645,1554086609,4364.2,0.25,asks,gemini
7146,1554086609,3982.0,0.25,bids,gemini
7646,1554086609,4369.0,0.2,asks,gemini
7147,1554086609,3980.0,0.01,bids,gemini
7647,1554086609,4375.0,0.5,asks,gemini
7148,1554086609,3979.0,0.06534305,bids,gemini
7648,1554086609,4387.0,0.1,asks,gemini
7149,1554086609,3978.51,0.00125675,bids,gemini
7649,1554086609,4388.0,0.1799,asks,gemini
7150,1554086609,3978.4,0.01,bids,gemini
7650,1554086609,4388.26,0.003054,asks,gemini
7151,1554086609,3978.3,0.00628409,bids,gemini
7651,1554086609,4390.0,0.64824515,asks,gemini
7152,1554086609,3977.26,0.10057175,bids,gemini
7652,1554086609,4391.0,0.34,asks,gemini
7153,1554086609,3975.1,7.546e-05,bids,gemini
7653,1554086609,4400.0,8.73823659,asks,gemini
7154,1554086609,3975.0,2.50429022,bids,gemini
7654,1554086609,4400.2,0.25,asks,gemini
7155,1554086609,3971.93,0.103,bids,gemini
7655,1554086609,4402.74,3.56,asks,gemini
7156,1554086609,3970.0,0.33449369,bids,gemini
7656,1554086609,4410.0,0.15105279,asks,gemini
7157,1554086609,3969.99,0.11,bids,gemini
7657,1554086609,4411.03,0.003052,asks,gemini
7158,1554086609,3967.0,0.3,bids,gemini
7658,1554086609,4420.0,0.05,asks,gemini
7159,1554086609,3965.51,8.0,bids,gemini
7659,1554086609,4425.0,0.5,asks,gemini
7160,1554086609,3961.78,0.31238988,bids,gemini
7660,1554086609,4427.74,20.0,asks,gemini
7161,1554086609,3961.74,0.02524143,bids,gemini
7661,1554086609,4432.42,7.0,asks,gemini
7162,1554086609,3960.0,1.14770199,bids,gemini
7662,1554086609,4435.0,0.1,asks,gemini
7163,1554086609,3959.65,0.05001199,bids,gemini
7663,1554086609,4436.3,0.25,asks,gemini
7164,1554086609,3959.0,1.009,bids,gemini
7664,1554086609,4439.48,0.013909,asks,gemini
7165,1554086609,3955.0,0.166,bids,gemini
7665,1554086609,4444.0,0.25664349,asks,gemini
7166,1554086609,3951.0,0.53130852,bids,gemini
7666,1554086609,4444.44,0.27616011,asks,gemini
7167,1554086609,3950.1,7.594e-05,bids,gemini
7667,1554086609,4445.0,0.75565699,asks,gemini
7168,1554086609,3950.01,0.1,bids,gemini
7668,1554086609,4448.0,0.05,asks,gemini
7169,1554086609,3950.0,1.70275943,bids,gemini
7669,1554086609,4450.0,1.15989477,asks,gemini
7170,1554086609,3949.0,0.12661433,bids,gemini
7670,1554086609,4455.96,0.00448838,asks,gemini
7171,1554086609,3947.51,0.00126662,bids,gemini
7671,1554086609,4462.41,0.00731,asks,gemini
7172,1554086609,3945.51,0.12547173,bids,gemini
7672,1554086609,4468.27,0.1,asks,gemini
7173,1554086609,3940.0,0.04281217,bids,gemini
7673,1554086609,4472.4,0.25,asks,gemini
7174,1554086609,3930.0,0.01,bids,gemini
7674,1554086609,4474.0,1.4,asks,gemini
7175,1554086609,3926.0,0.03,bids,gemini
7675,1554086609,4475.0,0.5,asks,gemini
7176,1554086609,3925.1,7.643e-05,bids,gemini
7676,1554086609,4478.0,0.3,asks,gemini
7177,1554086609,3925.0,0.25350317,bids,gemini
7677,1554086609,4492.5,0.016653,asks,gemini
7178,1554086609,3923.12,0.02548991,bids,gemini
7678,1554086609,4495.0,0.09,asks,gemini
7179,1554086609,3922.54,0.02371979,bids,gemini
7679,1554086609,4497.0,0.1,asks,gemini
7180,1554086609,3922.0,0.37851111,bids,gemini
7680,1554086609,4500.0,119.79360803,asks,gemini
7181,1554086609,3920.0,0.36268617,bids,gemini
7681,1554086609,4501.1,0.005948,asks,gemini
7182,1554086609,3919.98,0.3493,bids,gemini
7682,1554086609,4521.28,0.006201,asks,gemini
7183,1554086609,3918.9,0.00637934,bids,gemini
7683,1554086609,4525.0,0.5,asks,gemini
7184,1554086609,3916.82,0.000904,bids,gemini
7684,1554086609,4540.0,10.0,asks,gemini
7185,1554086609,3915.38,0.0309656,bids,gemini
7685,1554086609,4550.0,1.0,asks,gemini
7186,1554086609,3915.22,0.02554,bids,gemini
7686,1554086609,4555.0,2.0,asks,gemini
7187,1554086609,3915.0,0.25287356,bids,gemini
7687,1554086609,4567.89,0.1,asks,gemini
7188,1554086609,3914.48,0.03156841,bids,gemini
7688,1554086609,4571.91,1.0,asks,gemini
7189,1554086609,3914.0,0.00620099,bids,gemini
7689,1554086609,4575.0,0.5,asks,gemini
7190,1554086609,3913.75,0.02213909,bids,gemini
7690,1554086609,4578.0,0.25,asks,gemini
7191,1554086609,3912.1,0.00620199,bids,gemini
7691,1554086609,4588.0,0.05,asks,gemini
7192,1554086609,3910.23,0.00777216,bids,gemini
7692,1554086609,4599.89,0.0141,asks,gemini
7193,1554086609,3910.0,0.76575447,bids,gemini
7693,1554086609,4600.0,6.621558,asks,gemini
7194,1554086609,3909.97,0.00777486,bids,gemini
7694,1554086609,4611.94,0.019824,asks,gemini
7195,1554086609,3909.7,0.75453359,bids,gemini
7695,1554086609,4621.91,0.31,asks,gemini
7196,1554086609,3909.19,0.05550515,bids,gemini
7696,1554086609,4630.14,0.015901,asks,gemini
7197,1554086609,3908.8,0.5,bids,gemini
7697,1554086609,4658.34,20.0,asks,gemini
7198,1554086609,3908.0,1.0,bids,gemini
7698,1554086609,4666.59,1.0,asks,gemini
7199,1554086609,3906.0,0.01024065,bids,gemini
7699,1554086609,4670.76,0.003055,asks,gemini
7200,1554086609,3905.0,0.22944942,bids,gemini
7700,1554086609,4675.0,1.81626801,asks,gemini
7201,1554086609,3903.28,8.0,bids,gemini
7701,1554086609,4679.0,0.05,asks,gemini
7202,1554086609,3903.0,0.03804765,bids,gemini
7702,1554086609,4680.0,0.02564103,asks,gemini
7203,1554086609,3901.0,1.03170211,bids,gemini
7703,1554086609,4688.0,0.05,asks,gemini
7204,1554086609,3900.99,0.07690355,bids,gemini
7704,1554086609,4689.9,0.125,asks,gemini
7205,1554086609,3900.1,7.692e-05,bids,gemini
7705,1554086609,4700.0,1.00616728,asks,gemini
7206,1554086609,3900.01,0.2538,bids,gemini
7706,1554086609,4703.0,0.25706874,asks,gemini
7207,1554086609,3900.0,9.73464372,bids,gemini
7707,1554086609,4707.37,3.75,asks,gemini
7208,1554086609,3896.0,0.12833675,bids,gemini
7708,1554086609,4717.37,0.12,asks,gemini
7209,1554086609,3895.0,1.24980723,bids,gemini
7709,1554086609,4719.71,1.0,asks,gemini
7210,1554086609,3894.51,0.00128385,bids,gemini
7710,1554086609,4722.93,0.015561,asks,gemini
7211,1554086609,3894.0,1.01,bids,gemini
7711,1554086609,4724.89,0.025821,asks,gemini
7212,1554086609,3891.0,0.25,bids,gemini
7712,1554086609,4750.0,0.3075,asks,gemini
7213,1554086609,3890.0,0.14135989,bids,gemini
7713,1554086609,4759.88,0.12345679,asks,gemini
7214,1554086609,3888.99,0.00840063,bids,gemini
7714,1554086609,4781.88,0.015387,asks,gemini
7215,1554086609,3888.88,0.02571434,bids,gemini
7715,1554086609,4785.0,2.0,asks,gemini
7216,1554086609,3888.15,0.00128595,bids,gemini
7716,1554086609,4785.9,0.033961,asks,gemini
7217,1554086609,3888.08,0.5,bids,gemini
7717,1554086609,4788.0,0.05,asks,gemini
7218,1554086609,3886.17,0.01262762,bids,gemini
7718,1554086609,4800.0,27.93493564,asks,gemini
7219,1554086609,3886.0,5.0,bids,gemini
7719,1554086609,4810.01,0.015307,asks,gemini
7220,1554086609,3885.0,0.019,bids,gemini
7720,1554086609,4811.0,0.15,asks,gemini
7221,1554086609,3880.24,0.03066677,bids,gemini
7721,1554086609,4838.0,0.05,asks,gemini
7222,1554086609,3880.0,0.16269,bids,gemini
7722,1554086609,4840.0,10.12272727,asks,gemini
7223,1554086609,3876.52,0.00438521,bids,gemini
7723,1554086609,4850.0,0.25,asks,gemini
7224,1554086609,3876.0,0.00773993,bids,gemini
7724,1554086609,4857.28,0.015141,asks,gemini
7225,1554086609,3875.45,0.00203,bids,gemini
7725,1554086609,4865.0,0.3,asks,gemini
7226,1554086609,3875.25,0.0132843,bids,gemini
7726,1554086609,4865.07,6.45206449,asks,gemini
7227,1554086609,3875.1,7.741e-05,bids,gemini
7727,1554086609,4874.5,0.012418,asks,gemini
7228,1554086609,3875.0,0.81236644,bids,gemini
7728,1554086609,4875.0,2.1,asks,gemini
7229,1554086609,3871.79,0.00439056,bids,gemini
7729,1554086609,4876.0,1.75,asks,gemini
7230,1554086609,3870.3,0.10199719,bids,gemini
7730,1554086609,4878.0,0.05,asks,gemini
7231,1554086609,3870.12,0.000914,bids,gemini
7731,1554086609,4888.0,0.3,asks,gemini
7232,1554086609,3870.0,0.01,bids,gemini
7732,1554086609,4888.94,7.0,asks,gemini
7233,1554086609,3866.0,0.12803931,bids,gemini
7733,1554086609,4891.76,1.0,asks,gemini
7234,1554086609,3865.8,0.0569093,bids,gemini
7734,1554086609,4900.0,0.50204082,asks,gemini
7235,1554086609,3865.0,0.04980595,bids,gemini
7735,1554086609,4908.71,0.038912,asks,gemini
7236,1554086609,3862.97,0.001297,bids,gemini
7736,1554086609,4912.0,0.40716613,asks,gemini
7237,1554086609,3861.38,1.0,bids,gemini
7737,1554086609,4918.02,0.01497,asks,gemini
7238,1554086609,3861.05,0.02201473,bids,gemini
7738,1554086609,4920.59,0.015202,asks,gemini
7239,1554086609,3860.01,0.07951533,bids,gemini
7739,1554086609,4937.37,3.0,asks,gemini
7240,1554086609,3860.0,2.17450776,bids,gemini
7740,1554086609,4938.0,0.1,asks,gemini
7241,1554086609,3859.0,0.450894,bids,gemini
7741,1554086609,4949.49,0.49,asks,gemini
7242,1554086609,3858.95,0.09717669,bids,gemini
7742,1554086609,4950.0,21.75058823,asks,gemini
7243,1554086609,3856.0,0.65,bids,gemini
7743,1554086609,4959.0,0.1,asks,gemini
7244,1554086609,3855.24,0.0256923,bids,gemini
7744,1554086609,4975.0,0.10729756,asks,gemini
7245,1554086609,3855.0,1.72470298,bids,gemini
7745,1554086609,4987.0,0.1960042,asks,gemini
7246,1554086609,3854.8,0.00129708,bids,gemini
7746,1554086609,4990.0,2.56923,asks,gemini
7247,1554086609,3853.0,0.25953802,bids,gemini
7747,1554086609,4992.0,0.11770855,asks,gemini
7248,1554086609,3851.69,0.05151504,bids,gemini
7748,1554086609,4999.97,0.3,asks,gemini
7249,1554086609,3851.57,0.04439747,bids,gemini
7749,1554086609,4999.99,1.0,asks,gemini
7250,1554086609,3851.0,1.22004673,bids,gemini
7750,1554086609,5000.0,111.44049924,asks,gemini
7251,1554086609,3850.29,0.05194413,bids,gemini
7751,1554086609,5006.0,2.55889795,asks,gemini
7252,1554086609,3850.1,0.04501181,bids,gemini
7752,1554086609,5014.12,1.0,asks,gemini
7253,1554086609,3850.03,0.1,bids,gemini
7753,1554086609,5025.0,0.05837,asks,gemini
7254,1554086609,3850.0,8.03862977,bids,gemini
7754,1554086609,5032.01,0.032802,asks,gemini
7255,1554086609,3849.49,0.12858846,bids,gemini
7755,1554086609,5037.37,1.5,asks,gemini
7256,1554086609,3849.0,0.01299038,bids,gemini
7756,1554086609,5038.0,0.05,asks,gemini
7257,1554086609,3847.0,0.01273719,bids,gemini
7757,1554086609,5049.0,0.22478617,asks,gemini
7258,1554086609,3845.36,0.00260053,bids,gemini
7758,1554086609,5050.0,0.25,asks,gemini
7259,1554086609,3845.0,0.6436931,bids,gemini
7759,1554086609,5051.0,0.81,asks,gemini
7260,1554086609,3843.0,0.05,bids,gemini
7760,1554086609,5060.0,1.02173913,asks,gemini
7261,1554086609,3841.91,8.0,bids,gemini
7761,1554086609,5074.69,5.0,asks,gemini
7262,1554086609,3840.0,103.78473958,bids,gemini
7762,1554086609,5080.0,10.0,asks,gemini
7263,1554086609,3838.74,0.0514674,bids,gemini
7763,1554086609,5100.0,3.8675991,asks,gemini
7264,1554086609,3838.38,0.02579213,bids,gemini
7764,1554086609,5103.48,0.071598,asks,gemini
7265,1554086609,3836.59,0.00635162,bids,gemini
7765,1554086609,5149.07,0.012068,asks,gemini
7266,1554086609,3836.46,0.05498082,bids,gemini
7766,1554086609,5150.0,0.5,asks,gemini
7267,1554086609,3836.0,0.033,bids,gemini
7767,1554086609,5157.0,4.00000005,asks,gemini
7268,1554086609,3835.0,0.0130378,bids,gemini
7768,1554086609,5159.0,5.0,asks,gemini
7269,1554086609,3834.74,0.12908306,bids,gemini
7769,1554086609,5167.0,5.0,asks,gemini
7270,1554086609,3832.25,0.00390132,bids,gemini
7770,1554086609,5190.0,1.0,asks,gemini
7271,1554086609,3831.46,0.00716759,bids,gemini
7771,1554086609,5196.35,0.014177,asks,gemini
7272,1554086609,3831.01,0.04870568,bids,gemini
7772,1554086609,5197.0,0.62681822,asks,gemini
7273,1554086609,3830.4,0.00798406,bids,gemini
7773,1554086609,5200.0,0.09980039,asks,gemini
7274,1554086609,3830.0,0.30891383,bids,gemini
7774,1554086609,5219.0,0.5,asks,gemini
7275,1554086609,3829.69,0.00390298,bids,gemini
7775,1554086609,5231.51,0.16072425,asks,gemini
7276,1554086609,3829.68,0.01616493,bids,gemini
7776,1554086609,5237.0,1.75,asks,gemini
7277,1554086609,3829.57,0.00226741,bids,gemini
7777,1554086609,5243.0,0.1,asks,gemini
7278,1554086609,3828.98,0.0130583,bids,gemini
7778,1554086609,5252.26,0.09876,asks,gemini
7279,1554086609,3828.78,0.00962374,bids,gemini
7779,1554086609,5280.0,0.04464285,asks,gemini
7280,1554086609,3828.51,0.57433403,bids,gemini
7780,1554086609,5285.0,3.0,asks,gemini
7281,1554086609,3827.71,0.07803223,bids,gemini
7781,1554086609,5319.81,0.52,asks,gemini
7282,1554086609,3827.56,0.00063273,bids,gemini
7782,1554086609,5330.0,0.00701,asks,gemini
7283,1554086609,3827.35,0.00888295,bids,gemini
7783,1554086609,5342.0,0.5,asks,gemini
7284,1554086609,3826.61,0.01781266,bids,gemini
7784,1554086609,5376.8,0.26595745,asks,gemini
7285,1554086609,3825.69,0.02613907,bids,gemini
7785,1554086609,5380.0,0.19330856,asks,gemini
7286,1554086609,3825.56,0.01537221,bids,gemini
7786,1554086609,5388.0,0.085,asks,gemini
7287,1554086609,3825.1,7.842e-05,bids,gemini
7787,1554086609,5392.8,0.5,asks,gemini
7288,1554086609,3825.0,0.14379084,bids,gemini
7788,1554086609,5399.0,0.45770138,asks,gemini
7289,1554086609,3824.54,0.00647136,bids,gemini
7789,1554086609,5414.12,1.0,asks,gemini
7290,1554086609,3824.0,0.02615062,bids,gemini
7790,1554086609,5418.0,0.26622381,asks,gemini
7291,1554086609,3823.27,0.06630422,bids,gemini
7791,1554086609,5435.0,65.0,asks,gemini
7292,1554086609,3823.04,0.00472943,bids,gemini
7792,1554086609,5440.0,0.1,asks,gemini
7293,1554086609,3822.05,0.00333577,bids,gemini
7793,1554086609,5450.0,0.26595745,asks,gemini
7294,1554086609,3821.01,0.649,bids,gemini
7794,1554086609,5499.77,0.1,asks,gemini
7295,1554086609,3820.0,0.45709685,bids,gemini
7795,1554086609,5500.0,0.30357191,asks,gemini
7296,1554086609,3819.73,0.03838341,bids,gemini
7796,1554086609,5521.6,0.029179,asks,gemini
7297,1554086609,3817.19,0.0161651,bids,gemini
7797,1554086609,5550.0,0.26595745,asks,gemini
7298,1554086609,3817.08,0.00638459,bids,gemini
7798,1554086609,5559.8,0.5,asks,gemini
7299,1554086609,3816.04,0.01131323,bids,gemini
7799,1554086609,5564.76,0.05887,asks,gemini
7300,1554086609,3815.28,0.00131051,bids,gemini
7800,1554086609,5589.89,0.1470222,asks,gemini
7301,1554086609,3815.0,0.13106159,bids,gemini
7801,1554086609,5599.97,0.417,asks,gemini
7302,1554086609,3814.73,0.03912171,bids,gemini
7802,1554086609,5600.0,0.09090909,asks,gemini
7303,1554086609,3813.72,0.0117995,bids,gemini
7803,1554086609,5623.87,0.5,asks,gemini
7304,1554086609,3813.4,0.01625567,bids,gemini
7804,1554086609,5650.0,0.26595745,asks,gemini
7305,1554086609,3813.37,0.00891562,bids,gemini
7805,1554086609,5656.0,0.0921,asks,gemini
7306,1554086609,3813.3,0.03881887,bids,gemini
